controle,ano,titulo,titulo_do,bairro_fato_original,bairro
60290692-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
89371261-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vargem grande,Vargem Grande
11827251-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Gavea,Gávea
68411931-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Pavuna.,Pavuna
43485091-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cordovil,Cordovil
43485091-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cordovil,Cordovil
86412391-2024,2024,Lesão Corporal Seguida de Morte Provocada por Queimaduras,Lesão corporal seguida de morte,Centro,Centro
99934681-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
05619091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anchieta,Anchieta
93966011-2024,2024,"Lesão Corporal Seguida de Morte Provocada por Socos, Tapas ou Pontapés",Lesão corporal seguida de morte,Campo grande,Campo Grande
06546541-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
56053711-2024,2024,Homicídio (outros),Homicídio doloso,Bras de pina,Brás de Pina
63013381-2024,2024,Homicídio (outros),Homicídio doloso,Bonsucesso,Bonsucesso
73340671-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
81048781-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
41542341-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
51813441-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Sao cristovao,São Cristóvão
60043571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
60043571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
60043571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
86694061-2024,2024,Homicídio (outros),Homicídio doloso,Santissimo,Santíssimo
10114011-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Curicica,Curicica
17909401-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
19623411-2024,2024,Homicídio (outros),Homicídio doloso,Tanque,Tanque
65257641-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
66278331-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
35636641-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Iraja,Irajá
96232211-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
98239741-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Praca seca,Praça Seca
02553731-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bairro treze,Penha
45813491-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
82510451-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jacare,Jacaré
88259141-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Morro do alemao,Complexo do Alemão
99665281-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cocota,Cocotá
73689831-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guadalupe,Guadalupe
49718571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
76350691-2024,2024,Roubo Seguido de Morte (outros),Latrocínio (Roubo seguido de morte),Guaratiba,Guaratiba
11101261-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Tijuca,Tijuca
37834781-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
49248961-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
49248961-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
51031361-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jacarepagua,Jacarepaguá
63302071-2024,2024,Homicídio (outros),Homicídio doloso,Tanque,Tanque
07037661-2024,2024,Homicídio (outros),Homicídio doloso,Barros filho,Barros Filho
16554901-2024,2024,Homicídio (outros),Homicídio doloso,Cordovil,Cordovil
09610841-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Madureira,Madureira
26967271-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
35430721-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
93820121-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rocha miranda,Rocha Miranda
60533561-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anchieta,Anchieta
83634031-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
10537911-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Barros filho,Barros Filho
26171111-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
38981471-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
81621871-2024,2024,Homicídio (outros),Homicídio doloso,Campo grande,Campo Grande
89117101-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
20713271-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
82687441-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Sao cristovao,São Cristóvão
93568181-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
05230131-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Mare,Maré
51494871-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Del castilho,Del Castilho
66529501-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Meier,Méier
00350761-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Quintino,Quintino Bocaiúva
00350761-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Quintino,Quintino Bocaiúva
24770341-2024,2024,Homicídio (outros),Homicídio doloso,Bangu - rj,Bangu
24770341-2024,2024,Homicídio (outros),Homicídio doloso,Bangu - rj,Bangu
51686641-2024,2024,Roubo Seguido de Morte (outros),Latrocínio (Roubo seguido de morte),Caju,Caju
91831411-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
41298331-2024,2024,Homicídio Provocado por Veneno,Homicídio doloso,Inhauma,Inhaúma
41298331-2024,2024,Homicídio Provocado por Veneno,Homicídio doloso,Inhauma,Inhaúma
52455051-2024,2024,Homicídio (outros),Homicídio doloso,Penha,Penha
94516891-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guaratiba,Guaratiba
85080441-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
71906511-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
92304621-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
17506591-2024,2024,Homicídio (outros),Homicídio doloso,Bonsucesso,Bonsucesso
18809861-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Barra da tijuca,Barra da Tijuca
50689501-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Recreio dos bandeirantes,Recreio dos Bandeirantes
36568931-2024,2024,Homicídio (outros),Homicídio doloso,Jardim guanabara,Jardim Guanabara
16274061-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jacarepagua,Jacarepaguá
05851311-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Praca seca,Praça Seca
29469531-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Ricardo de albuquerque,Ricardo de Albuquerque
51057471-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anchieta,Anchieta
69939992-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Centro,Centro
18364261-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila da penha,Vila da Penha
18364261-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila da penha,Vila da Penha
18364261-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila da penha,Vila da Penha
18364261-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila da penha,Vila da Penha
51283211-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Mare,Maré
67976181-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
67976181-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
93963941-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cordovil,Cordovil
80318321-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Marechal hermes,Marechal Hermes
22602011-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
75414261-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Vigario geral,Vigário Geral
94577211-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jacarepagua,Jacarepaguá
13946391-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
94200371-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vargem pequena,Vargem Pequena
23445251-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Comunidade do coroado,Santa Teresa
26967251-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
30319091-2024,2024,Homicídio (outros),Homicídio doloso,Bonsucesso,Bonsucesso
40331791-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
42300271-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tanque,Tanque
69363331-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
24054392-2024,2024,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
38795351-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vargem pequena,Vargem Pequena
40564871-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
44904331-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Boiuna,Taquara
44904331-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Boiuna,Taquara
63267862-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Muzema,Itanhangá
65858091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
45460971-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Meier,Méier
46086111-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
16819311-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Campo grande,Campo Grande
56583851-2024,2024,Homicídio (outros),Homicídio doloso,Jacare,Jacaré
18777261-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Engenho novo,Engenho Novo
31550411-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Coelho neto,Coelho Neto
68230111-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cavalcanti,Cavalcanti
37510161-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
46017911-2024,2024,Homicídio (outros),Homicídio doloso,Cavalcante,Cavalcanti
86559231-2024,2024,Homicídio (outros),Homicídio doloso,Senador camara,Senador Camará
52333031-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tanque,Tanque
52333031-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tanque,Tanque
52333031-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tanque,Tanque
64669271-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
72526471-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Centro,Centro
67775611-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Padre miguel,Padre Miguel
73374931-2024,2024,Homicídio (outros),Homicídio doloso,Vila kosmos,Vila Kosmos
75011441-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Praca seca,Praça Seca
06669811-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
20812861-2024,2024,Homicídio (outros),Homicídio doloso,Tomaz coelho,Tomás Coelho
23133901-2024,2024,Homicídio (outros),Homicídio doloso,Realengo,Realengo
93506561-2024,2024,Homicídio (outros),Homicídio doloso,Cordovil,Cordovil
40294791-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Freguesia,Freguesia (Jacarepaguá)
47162981-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guandu do sena,Bangu
86623171-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
37923191-2024,2024,Homicídio (outros),Homicídio doloso,Centro,Centro
57132551-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Sepetiba,Sepetiba
64943191-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Itanhanga,Itanhangá
25932521-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
34269791-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Gloria,Glória
47812821-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Recreio dos bandeirantes,Recreio dos Bandeirantes
68118561-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santissimo,Santíssimo
19294001-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
15317191-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
54493431-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Ramos,Ramos
55766071-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
07215831-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Muzema itanhanga,Itanhangá
19534321-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
19534321-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
20823981-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Madureira,Madureira
